0.50851,0.16228,0
0.28352,0.81484,0
0.34348,0.84401,1
0.67846,0.20832,1
0.37404,0.01818,0
0.78188,0.82371,0
0.40918,0.86151,0
0.8462,0.79974,1
0.25459,0.50829,1
0.88796,0.88276,1
0.25558,0.55581,0
0.24554,0.01265,1
0.71201,0.94086,1
0.35684,0.68862,0
0.08746,0.50618,0
0.75009,0.48369,1
0.98951,0.094,0
0.50505,0.35132,0
0.09526,0.24469,0
0.12919,0.46148,0
0.24801,0.6779,0
0.94969,0.18524,1
0.96901,0.70068,0
0.3285,0.82314,0
0.00714,0.33291,1
0.09525,0.39816,1
0.83925,0.64487,0
0.34677,0.3101,0
0.17196,0.15147,0
0.84721,0.57232,1
0.6439,0.20197,0
0.45949,0.93363,1
0.69382,0.02858,1
0.59316,0.92655,1
0.76818,0.51451,1
0.4343,0.73667,0
0.82872,0.74806,1
0.32609,0.36022,0
0.45432,0.57889,1
0.50176,0.79268,1
0.74416,0.41326,1
0.72563,0.76818,1
0.29979,0.54808,0
0.73325,0.83378,1
0.88919,0.40395,1
0.65058,0.07329,0
0.24629,0.71285,0
0.80671,0.23086,1
0.56265,0.1989,1
0.96328,0.31372,0
0.95895,0.33141,0
0.47964,0.34469,1
0.46298,0.29787,1
0.21804,0.31394,0
0.57356,0.61268,1
0.72839,0.52616,1
0.06006,0.90225,0
0.96232,0.87126,0
0.35512,0.841,1
0.20285,0.11388,1
0.76325,0.00573,0
0.93242,0.1177,0
0.94705,0.26214,1
0.6938,0.49046,1
0.35387,0.34049,0
0.31398,0.7077,1
0.65443,0.51109,1
0.74078,0.51516,1
0.34578,0.0088,1
0.51829,0.80611,1
0.23856,0.27741,0
0.71527,0.36875,0
0.29433,0.47854,0
0.08264,0.70382,1
0.63973,0.49596,0
0.74651,0.06088,0
0.39262,0.2417,1
0.77785,0.58622,1
0.38964,0.3532,1
0.26025,0.17765,0
0.46837,0.06032,0
0.40256,0.45551,1
0.44569,0.04535,0
0.02783,0.60939,1
0.6155,0.36205,0
0.1927,0.52368,0
0.62398,0.76766,1
0.67635,0.74617,0
0.78324,0.94161,1
0.23519,0.2567,1
0.65817,0.7147,0
0.60443,0.46493,0
0.87681,0.37196,0
0.51976,0.11007,0
0.22955,0.50461,0
0.55554,0.81725,0
0.87082,0.69562,0
0.14096,0.58132,0
0.006,0.09917,1
0.86184,0.13027,0
0.75933,0.35945,1
0.35898,0.53515,0
0.61773,0.11948,1
0.54895,0.49907,0
0.22908,0.18651,1
0.12801,0.08988,1
0.99181,0.9045,0
0.03158,0.78885,1
0.27821,0.56807,0
0.60158,0.44542,1
0.38593,0.90094,0
0.00341,0.0655,0
0.7309,0.94301,0
0.04521,0.63576,0
0.9353,0.88143,0
0.64518,0.84325,1
0.84528,0.49029,0
0.61651,0.05597,0
0.87983,0.35845,0
0.86535,0.43698,1
0.40028,0.06819,0
0.20735,0.74512,0
0.03604,0.75757,1
0.02322,0.89497,1
0.64593,0.82184,0
0.42203,0.90498,1
0.57746,0.12495,1
0.27306,0.39947,0
0.07002,0.10268,1
0.57778,0.64101,1
0.1241,0.15125,1
0.25441,0.83351,1
0.96752,0.52576,0
0.72508,0.56857,1
0.0557,0.37465,0
0.21156,0.29371,1
0.79655,0.59733,0
0.86968,0.82868,1
0.5795,0.36267,0
0.80579,0.8262,0
0.73055,0.57152,1
0.37541,0.802,1
0.83128,0.77691,1
0.29021,0.53238,0
0.3697,0.79742,1
0.42189,0.83049,1
0.19841,0.48298,0
0.85846,0.55866,1
0.82862,0.57301,1
0.27955,0.62545,1
0.79728,0.22512,1
0.8508,0.84279,1
0.21075,0.53638,0
0.08991,0.26436,1
0.90012,0.19292,1
0.00465,0.6549,1
0.19252,0.77991,1
0.40247,0.23024,1
0.08253,0.80832,1
0.01862,0.08703,1
0.80517,0.16867,1
0.2646,0.38612,1
0.74438,0.58303,1
0.91462,0.67547,0
0.66322,0.55411,0
0.84256,0.00001,1
0.7018,0.28649,1
0.5307,0.11333,0
0.74831,0.32674,0
0.71357,0.15388,0
0.9472,0.04424,0
0.14795,0.63937,0
0.5014,0.17945,0
0.25709,0.78101,0
0.26645,0.92053,1
0.67334,0.63664,1
0.84278,0.37469,1
0.5293,0.60786,1
0.95452,0.5213,1
0.83851,0.35511,1
0.97014,0.05126,1
0.03934,0.92774,0
0.97391,0.22482,1
0.71057,0.99958,0
0.09075,0.68918,0
0.54382,0.35486,0
0.9551,0.99102,0
0.79083,0.07483,1
0.72321,0.78682,0
0.89386,0.46818,0
0.77544,0.59428,0
0.05234,0.87346,0
0.13231,0.72609,1
0.9722,0.74275,0
0.44044,0.79242,0
0.56772,0.04426,1
0.46395,0.78271,1
0.49594,0.37413,0
